id,fecha,temperatura_abrigo_150cm,temperatura_abrigo_150cm_maxima,temperatura_abrigo_150cm_minima,temperatura_intemperie_5cm_minima,temperatura_intemperie_50cm_minima,temperatura_suelo_5cm_media,temperatura_suelo_10cm_media,temperatura_inte_5cm,temperatura_intemperie_150cm_minima,humedad_suelo,precipitacion_pluviometrica,granizo,nieve,heliofania_efectiva,heliofania_relativa,tesion_vapor_media,humedad_media,humedad_media_8_14_20,rocio_medio,duracion_follaje_mojado,velocidad_viento_200cm_media,direccion_viento_200cm,velocidad_viento_1000cm_media,direccion_viento_1000cm,velocidad_viento_maxima,presion_media,radiacion_global,radiacion_neta,evaporacion_tanque,evapotranspiracion_potencial,profundidad_napa,horas_frio,unidad_frio
NH0910,1975-02-14,24.75,28,21.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-02-15,27.25,38.5,16,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-02-16,16.75,25,8.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-02-17,17.25,24.5,10,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-02-18,23.75,33,14.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-02-19,26.75,34,19.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-02-20,18.75,23,14.5,,,,,,,,20.5,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-02-21,24.5,31.5,17.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-02-22,24.75,33.5,16,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-02-23,25.5,33.5,17.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-02-24,20,30,10,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-02-25,15.75,22.5,9,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-02-26,18.75,25,12.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-02-27,21.75,28.5,15,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-02-28,23.5,31,16,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-03-01,26,32.5,19.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-03-02,23,28,18,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-03-03,27.25,33,21.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-03-04,27.5,34,21,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-03-05,27,35,19,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-03-06,16,19,13,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-03-07,16.25,22.5,10,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-03-08,17.5,24.5,10.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-03-09,20.75,27,14.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-03-10,24.75,30,19.5,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-03-11,23.75,28.5,19,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-03-12,24,28.5,19.5,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-03-13,20.75,22.5,19,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-03-14,22,26,18,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-03-15,20.5,23,18,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-03-16,21.25,26.5,16,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-03-17,20.5,24.5,16.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-03-18,22.5,27.5,17.5,,,,,,,,79.5,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-03-19,17.75,22,13.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-03-20,15.5,22,9,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-03-21,17.5,22.5,12.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-03-22,19,25,13,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-03-23,20.25,25.5,15,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-03-24,15,20.5,9.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-03-25,17,23,11,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-03-26,17.5,22.5,12.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-03-27,19,25.5,12.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-03-28,22,27.5,16.5,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-03-29,20.25,25,15.5,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-03-30,19.25,26,12.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-03-31,19,21.5,16.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-04-01,20.5,25,16,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-04-02,17.5,24,11,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-04-03,17.25,23,11.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-04-04,18.5,24.5,12.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-04-05,18.75,24,13.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-04-06,21.5,25,18,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-04-07,20,21.5,18.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-04-08,16.75,26,7.5,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-04-09,14.75,20,9.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-04-10,17.15,22.5,11.8,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-04-11,16.75,23.5,10,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-04-12,17.5,24,11,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-04-13,17,22,12,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-04-14,17.35,26.2,8.5,,,,,,,,9.5,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-04-15,12.9,20.5,5.3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2.68421,
NH0910,1975-04-16,15.05,21.6,8.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-04-17,16,22.5,9.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-04-18,16.4,24.3,8.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-04-19,19.9,26.5,13.3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-04-20,21.85,27,16.7,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-04-21,23,28,18,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-04-22,23.15,28,18.3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-04-23,12.25,20.5,4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,4.363636,
NH0910,1975-04-24,16.75,22,11.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-04-25,22.15,27.5,16.8,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-04-26,23.25,27.5,19,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-04-27,20.35,23.7,17,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-04-28,18.25,20.5,16,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-04-29,15,20.5,9.5,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-04-30,7.5,10.5,4.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,10,
NH0910,1975-05-01,7.5,10,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,9.6,
NH0910,1975-05-02,6.4,9,3.8,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,14.76923,
NH0910,1975-05-03,13.3,19,7.6,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-05-04,13.25,19,7.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-05-05,14.25,21,7.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-05-06,16.45,22.5,10.4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-05-07,16.85,22.5,11.2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-05-08,18.55,23.5,13.6,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-05-09,21.5,26.5,16.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-05-10,25.1,28.7,21.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-05-11,21.35,25.5,17.2,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-05-12,15.4,20.5,10.3,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-05-13,11.85,13.2,10.5,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-05-14,13.5,15.4,11.6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-05-15,10.95,13,8.9,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-05-16,11.5,14,9,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-05-17,11.75,13.5,10,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-05-18,11.5,13,10,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-05-19,12.5,17,8,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-05-20,11.8,16.7,6.9,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0.2448977,
NH0910,1975-05-21,13.15,19,7.3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-05-22,16.7,21.5,11.9,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-05-23,18.4,23,13.8,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-05-24,20,23.8,16.2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-05-25,20.4,24,16.8,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-05-26,15.25,20.5,10,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-05-27,16.75,20,13.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-05-28,18,23,13,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-05-29,21.25,24.5,18,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-05-30,20.75,25,16.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-05-31,15.9,20.8,11,,,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-06-01,11.6,14.2,9,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-06-02,7.55,10.3,4.8,,,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,9.599999,
NH0910,1975-06-03,7.75,13,2.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,10.28571,
NH0910,1975-06-04,8.5,14,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,8.727273,
NH0910,1975-06-05,10.75,16.5,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,4.173913,
NH0910,1975-06-06,9,14,4,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,7.2,
NH0910,1975-06-07,10,13.8,6.2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2.526316,
NH0910,1975-06-08,16.25,17,15.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-06-09,15,19.5,10.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-06-10,12.5,19.5,5.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2.571429,
NH0910,1975-06-11,12.75,17,8.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-06-12,16.35,22.5,10.2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-06-13,12.85,18.3,7.4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-06-14,16.75,18,15.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-06-15,21.75,23,20.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-06-16,19.25,23.5,15,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-06-17,18.45,22.5,14.4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-06-18,17.85,22.5,13.2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-06-19,19.9,24.3,15.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-06-20,18.85,23.2,14.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-06-21,19.35,24.5,14.2,,,,,,,,9.5,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-06-22,10.65,16,5.3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,3.813084,
NH0910,1975-06-23,13.15,17.3,9,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-06-24,11.55,13.7,9.4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-06-25,14.95,18.2,11.7,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-06-26,15.65,18,13.3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-06-27,15.1,16.8,13.4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-06-28,15.4,19,11.8,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-06-29,12.5,14,11,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-06-30,15,16,14,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-07-01,16.05,17.3,14.8,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-07-02,15.15,16.5,13.8,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-07-03,16.35,19.2,13.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-07-04,16.75,19.5,14,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-07-05,12.75,15,10.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-07-06,12.6,16.5,8.7,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-07-07,13.75,17,10.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-07-08,14.7,19.4,10,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-07-09,16.75,21.5,12,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-07-10,16.75,22,11.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-07-11,12,14.6,9.4,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-07-12,8.65,14.5,2.8,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,8.615384,
NH0910,1975-07-13,11.25,13,9.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-07-14,7,15,-1,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,12,
NH0910,1975-07-15,8.5,13,4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,8,
NH0910,1975-07-16,4.25,8.5,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,19.76471,
NH0910,1975-07-17,1.35,7.5,-4.8,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,23.02439,
NH0910,1975-07-18,3.55,9.3,-2.2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,19.2,
NH0910,1975-07-19,4.75,12,-2.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,15.72414,
NH0910,1975-07-20,6.6,15,-1.8,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,12.57143,
NH0910,1975-07-21,5.5,11.5,-0.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,15,
NH0910,1975-07-22,8,13,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,9.6,
NH0910,1975-07-23,7.65,13,2.3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,10.54206,
NH0910,1975-07-24,6.75,10,3.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,12.92308,
NH0910,1975-07-25,6.25,13.5,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,13.24138,
NH0910,1975-07-26,2.5,10,-5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,19.2,
NH0910,1975-07-27,4.75,10,-0.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,17.14286,
NH0910,1975-07-28,3.25,8,-1.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,21.47368,
NH0910,1975-07-29,6.25,12,0.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,13.56522,
NH0910,1975-07-30,7.25,13,1.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,11.47826,
NH0910,1975-07-31,10.5,15.5,5.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,3.6,
NH0910,1975-08-01,14.25,20.2,8.3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-08-02,17.75,23,12.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-08-03,12.4,19.5,5.3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2.873239,
NH0910,1975-08-04,5,12,-2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,15.42857,
NH0910,1975-08-05,6.95,12.5,1.4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,12.10811,
NH0910,1975-08-06,10,16.7,3.3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,6.626865,
NH0910,1975-08-07,6.75,8,5.5,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,14.4,
NH0910,1975-08-08,8.5,12.5,4.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,7.5,
NH0910,1975-08-09,8,11,5,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,8,
NH0910,1975-08-10,7,8.5,5.5,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,12,
NH0910,1975-08-11,7,10.5,3.5,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,12,
NH0910,1975-08-12,11.5,16,7,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-08-13,9.25,17,1.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,8.516129,
NH0910,1975-08-14,8.9,15.3,2.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,8.4375,
NH0910,1975-08-15,11.25,12,10.5,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-08-16,11.1,15.2,7,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-08-17,13.85,18.5,9.2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-08-18,11.5,18,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,3.692308,
NH0910,1975-08-19,14.05,19.8,8.3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-08-20,17.3,23,11.6,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-08-21,14.75,20,9.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-08-22,14.45,18.6,10.3,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-08-23,14,17,11,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-08-24,12.75,14,11.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
NH0910,1975-08-25,8.400001,14.6,2.2,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,9.290322,
NH0910,1975-08-26,7.05,12,2.1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,11.87879,
NH0910,1975-08-27,9.05,14,4.1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,7.030304,
NH0910,1975-08-28,10.75,16.5,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,4.173913,
NH0910,1975-08-29,10.6,18,3.2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,6.162162,
NH0910,1975-08-30,13.35,18.2,8.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,
